quote,author,tags,likes
"... Other sort of training, which aims at the acquisition of wealth or bodily strength, or mere cleverness apart from intelligence and justice, is mean and illiberal, and is not worthy to be called education at all.",Plato,education justice,1
Philosophy starts nowhere else but with wondering.,Plato,,1
"Bedenimiz var olduğu ve ruhumuz onun gibi bir kötülükle yoğrulmuş halde bulunduğu sürece, hiçbir şekilde arzuladığımız, gerçek adını verdiğimiz şeye bizi tatmin edecek kadar sahip olamayacağız. . . . Savaşlar, isyanlar ve çatışmalar bedenle onun istekleri yüzünden çıkmıyor mu?Göründüğü kadarıyla, arzuladığımız ve aşığı olduğumuzu iddia ettiğimiz sağduyuya, yaşadığımız süre içinde değil, ancak öldükten sonra kavuşabiliriz. . . . Çünkü ruh sadece o zaman bedenden ayrılma imkanını bulabilir, daha önce değil.Bedenin basiretsizliğinden kurtulup arındığımızda, arınmış varlıklarla birlikte olacağız ve kendi imkanlarımızla arınmış bilgiye ulaşacağız.",Plato,classics turkish-translation,1
"I believe that Periander or Perdiccas or Xerxes or Ismenias the Theban, or someother rich and mighty man, who had a great opinion of his own power, was the first to say that justice is ’doing good to your friends and harm to your enemies.",Plato,,1
"MENO: And how will you enquire, Socrates, into that which you do not know? What will you put forth as the subject of enquiry? And if you find what you want, how will you ever know that this is the thing which you did not know? SOCRATES: I know, Meno, what you mean; but just see what a tiresome dispute you are introducing. You argue that a man cannot enquire either about that which he knows, or about that which he does not know; for if he knows, he has no need to enquire; and if not, he cannot; for he does not know the very subject about which he is to enquire (Compare Aristot. Post. Anal.).",Plato,,1
"14 and as I conversed with him, I formed the conclusion that, while this person seemed wise to lots of other people, and especially to himself, in reality he wasn’t; upon which I made a concerted attempt to demonstrate to him that 21d he only thought he was wise, but really wasn’t. Well, that made him hate me, as it did a lot of those who were present; but I reasoned to myself, as I left him, like this – ‘I am actually wiser than this person; likely enough neither of us knows anything of importance, but he thinks he knows something when he doesn’t, whereas just as I don’t know anything, so I don’t think I do, either. So I appear to be wiser, at least than him, in just this one small",Plato,,1
"mira si no es más bien necesario que el que desea le falte la cosa que desea, o bien que no la desee si no le falta.",Plato,,1
Elenchi).,Plato,,1
"Then if the people are willing to yield , well and good; but if not, he will treat the city as the man did the mother and father:he will import new comrades and chastise it if he can; he will keep and maintain his own fatherland and once dear motherland, as the Cretans call it, in slavery under these foreigners.So this will be the final consummation of such a man's desire.",Plato,,1
"Ölümün insanoğlunun başına gelen iyiliklerin en iyisi olup olmadığını kimse bilmiyor, ama güya başa gelebilecek en büyük kötülük olduğunu sandıklarından ondan korkuyorlar. . . . Bu yüzden, kötü olduklarını bildiğim kötülükler arasından, ne olduklarını tam bilemediğim için iyi olma potansiyeli taşıyanlarından hiçbir zaman korkmayacak ve onlardan kaçmayacağım.",Plato,classics turkish-translation,1
"The not- beautiful is as real as the beautiful, the not-just as the just. And the essence of the not-beautiful is to be separated from and opposed to a certain kind of existence which is termed beautiful. And this opposition and negation is the not-being of which we are in search, and is one kind of being.",Plato,,1
always,Plato,,1
"que es dueño de sí mismo es también esclavo, y el que es esclavo, dueño; ya que en todos estos dichos se habla de una misma persona.",Plato,,1
"The only thing he ought to consider, if he does anything, is whether he does right or wrong , whether it is what a good man does or a bad man.",Plato,,1
There is no greater evil one can suffer than to hate reasonable discourse.,Plato,,1
"To fear death, gentlemen, is no other than to think oneself wise when one is not, to think one knows what one does not know. No one knows whether death may not be the greatest of all blessings for a man, yet men fear it as if they knew that it is the greatest of evils.",Plato,,1
"-Así, pues, lo lleno de cosas más reales y que es más real en sí mismo, ¿está más realmente lleno que lo lleno de cosas menos reales y que es además menos real en sí mismo?",Plato,,1
"How you, O Athenians, have been affected by my accusers, I cannot tell; but I know that they almost made me forget who I was—so persuasively did they speak; and yet they have hardly uttered a word of truth.",Plato,,1
"So in the first place, such things show clearly that the philosopher morethan other men frees the soul from association with the body as muchas possible?",Plato,,1
"This they affirm to be the origin and nature of justice;--it is a mean or compromise, between the best of all, which is to do injustice and not be punished, and the worst of all,",Plato,,1
"el que desea, desea lo que no está seguro de poseer, lo que no existe al presente, lo que no posee, lo que no tiene, lo que le falta. Esto es, pues, desear y amar.",Plato,,1
La vergüenza humana surge exclusivamente de la amenaza del descubrimiento.,Platón,platón,1
"-En todos los respectos, pues, el alabador de la justi­cia dirá verdad y mentirá el de la injusticia. Ya se mire al placer, ya a la buena fama, ya al provecho, el que encomia lo justo acierta y el que lo censura no dice nada en razón y ni siquiera conoce lo que censura.",Plato,,1
"That I learn of others, I replied, is quite true; but that I am ungrateful I whollydeny. Money I have none, and therefore I pay in praise, which is all I have; and how ready I am to praise any one who appears to me to speak well you willvery soon find out when you answer; for I expect that you will answer well.",Plato,,1
"Докато в държавите не започнат да царуват философите или докато сега споменатите царе и властници не започнат истински и по задоволителен начин да се занимават с философия, докато държавната власт и философията не се слеят в едно и докато природните качества на тия, които сега поотделно се стремят към едното или към другото, докато по необходимост ще се изключват взаимно, дотогава мисля, че няма да настъпи край на злините за държавите и за човешкия род.",Plato,,1
It is by justice that we can authentically measure a mans value or nullity.... the absence of justice is the absence of what makes him a man,Plato,,1
"Again you must learn the point which comes next. Every circle, of those which are by the act of man drawn or even turned on a lathe, is full of that which is opposite to the fifth thing. For everywhere it has contact with the straight. But the circle itself, we say, has nothing in either smaller or greater, of that which is its opposite. We say also that the name is not a thing of permanence for any of them, and that nothing prevents the things now called round from being called straight, and the straight things round; for those who make changes and call things by opposite names, nothing will be less permanent (than a name). Again with regard to the definition, if it is made up of names and verbal forms, the same remark holds that there is no sufficiently durable permanence in it. And there is no end to the instances of the ambiguity from which each of the four suffers; but the greatest of them is that which we mentioned a little earlier, that, whereas there are two things, that which has real being, and that which is only a quality, when the soul is seeking to know, not the quality, but the essence, each of the four, presenting to the soul by word and in act that which it is not seeking (i.e., the quality), a thing open to refutation by the senses, being merely the thing presented to the soul in each particular case whether by statement or the act of showing, fills, one may say, every man with puzzlement and perplexity.[...] But in subjects where we try to compel a man to give a clear answer about the fifth, any one of those who are capable of overthrowing an antagonist gets the better of us, and makes the man, who gives an exposition in speech or writing or in replies to questions, appear to most of his hearers to know nothing of the things on which he is attempting to write or speak; for they are sometimes not aware that it is not the mind of the writer or speaker which is proved to be at fault, but the defective nature of each of the four instruments. The process however of dealing with all of these, as the mind moves up and down to each in turn, does after much effort give birth in a well-constituted mind to knowledge of that which is well constituted. [...] Therefore, if men are not by nature kinship allied to justice and all other things that are honourable, though they may be good at learning and remembering other knowledge of various kinds-or if they have the kinship but are slow learners and have no memory-none of all these will ever learn to the full the truth about virtue and vice. For both must be learnt together; and together also must be learnt, by complete and long continued study, as I said at the beginning, the true and the false about all that has real being. After much effort, as names, definitions, sights, and other data of sense, are brought into contact and friction one with another, in the course of scrutiny and kindly testing by men who proceed by question and answer without ill will, with a sudden flash there shines forth understanding about every problem, and an intelligence whose efforts reach the furthest limits of human powers. Therefore every man of worth, when dealing with matters of worth, will be far from exposing them to ill feeling and misunderstanding among men by committing them to writing. In one word, then, it may be known from this that, if one sees written treatises composed by anyone, either the laws of a lawgiver, or in any other form whatever, these are not for that man the things of most worth, if he is a man of worth, but that his treasures are laid up in the fairest spot that he possesses. But if these things were worked at by him as things of real worth, and committed to writing, then surely, not gods, but men ""have themselves bereft him of his wits"".",Plato,,1
"Нали и за философа ще кажем, че той обича мъдростта, но не една или друга част от мъдростта, а цялата?",Plato,,1
SOCRATES: But you do say that he who is a good rhapsode is also a good general. ION: Certainly.,Plato,,1
"whether in battle or in a court of law, or in any other place, he must do what his city and his country order him; or he must change their view of what is just:",Plato,,1
"Todos os que afirmam saber as coisas sobre as quais medito, seja por tê-las ouvido de mim, seja por tê-las ouvido de outros, seja por tê-las descoberto sozinhos, não é possível, segundo meu parecer, que tenham entendido algo desse objeto. Sobre essas coisas não existe um texto escrito meu nem existirá jamais.",Platão,,1
"and as I conversed with him, I formed the conclusion that, while this person seemed wise to lots of other people, and especially to himself, in reality he wasn’t; upon which I made a concerted attempt to demonstrate to him that 21d he only thought he was wise, but really wasn’t. Well, that made him hate me, as it did a lot of those who were present; but I reasoned to myself, as I left him, like this – ‘I am actually wiser than this person; likely enough neither of us knows anything of importance, but he thinks he knows something when he doesn’t, whereas just as I don’t know anything, so I don’t think I do, either. So I appear to be wiser, at least than him, in just this one small respect: that when I don’t know things, I don’t think that I do either.",Plato,,1
"- Кои ти наричаш истински философи?- Тия, които обичат да наблюдават истината.",Plato,,1
"if one of us, or someone else, merely {12} says that something is so, do we accept that it is so? Or should we examine what the speaker means?",Plato,,1
"Then this must be our notion of the just man, that even when he is in poverty or sickness, or any other seeming misfortune, all things will in the end work together for good to him in life and death: for the gods have a care of any one whose desire is to become just and to be like God, as far as man can attain the divine likeness, by the pursuit of virtue? Yes, he said; if he is like God he will surely not be neglected by him.",Plato,,1
El asombro es la sensación de un filósofo y la filosofía empieza con el asombro,Plato,asombro-filosofia,1
"SOCRATES: They have differences of opinion, as you say, about good and evil, just and unjust, honourable and dishonourable: there would have been no quarrels among them, if there had been no such differences--would there now?",Plato,,1
"And if we are good, we are beneficent: for all good things are beneficial. Are they not?",Plato,,1
"And is not life to be reckoned among the ends of the soul?Assuredly, he said.And has not the soul an excellence also?Yes.And can she or can she not fulfil her own ends when deprived of that excellen-ce?She cannot.Then an evil soul must necessarily be an evil ruler and superintendent, and thegood soul a good ruler?Yes, necessarily.And we have admitted that justice is the excellence of the soul, and injustice thedefect of the soul?That has been admitted.Then the just soul and the just man will live well, and the unjust man will liveill?That is what your argument proves.And he who lives well is blessed and happy, and he who lives ill the reverse ofhappy?Certainly.Then the just is happy, and the unjust miserable?So be it.But happiness and not misery is profitable.Of course.Then, my blessed Thrasymachus, injustice can never be more profitable thanjustice.",Plato,,1
"It has been objected that justice is honesty in the sense of Glaucon and Adeimantus, but is taken by Socrates to mean all virtue.",Plato,,1
"We should not become misologues, as people become misanthropes. There is no greater evil one can suffer than to hate reasonablediscourse. Misology and misanthropy arise in the same way. Misanthropy comes when a man without knowledge or skill has placed great trust in someone and believes him to be altogether truthful, sound, and trustworthy; then, a short time afterwards he finds him to be wicked and unreliable, and then this happens in another case; when one hasfrequently had that experience, especially with those whom one believed to be one’s closest friends, then, in the end, after many such blows, one comes to hate all men and to believe that no one is sound in anyway at all.",Plato,philosophy,1
"¿qué Estado puede subsistir, si los fallos dados no tienen ninguna fuerza y son eludidos por los particulares?",Plato,,1
"what Shakespeare was to the drama of England, Plato was to ancient philosophy,",Plato,,1
"But with the judge it is otherwise; since he governs mind by mind; he ought not therefore to have been trained among vicious minds, and to have associated with them from youth upwards, and to have gone through the whole calendar of crime, only in order that he may quickly infer the crimes of others as he might their bodily diseases from his own self-consciousness; the honourable mind which is to form a healthy judgment should have had no experience or contamination of evil habits when young. And this is the reason why in youth good men often appear to be simple, and are easily practised upon by the dishonest, because they have no examples of what evil is in their own souls. Yes, he said, they are far too apt to be deceived. Therefore, I said, the judge should not be young; he should have learned to know evil, not from his own soul, but from late and long observation of the nature of evil in others: knowledge should be his guide, not personal experience. Yes, he said, that is the ideal of a judge. Yes,",Plato,,1
"For an oracle says that when a man of brass or iron guards the State, it will be destroyed. Such is the tale; is there any possibility of making our citizens believe in it?",Plato,,1
"So when the orator is more convincing than the doctor, what happens is that an ignorant person is more convincing than the expert before an equally ignorant audience.",Plato,,1
"إن الأثينين لا يحفلون بالرجل إذا ظنت فيه الحكمة, ما إذاأخد يبث حكمته في الناس فإنهم عندئذ ينتحلون سببا لغضبهم عليه",Plato,,1
"¿Qué es lo que es siempre y no deviene y qué, lo que deviene continuamente, pero nunca es?",Platón,,1
"There is a story, which even you have preserved, that once upon a time Paethon, the son of Helios, having yoked the steeds in his father’s chariot, because he was not able to drive them in the path of his father, burnt up all that was upon the earth, and was himself destroyed by a thunderbolt.",Plato,,1
"I throw this apple before you.Take it—if you love me purely,and give up your virginity.Yet if you will not love mekeep the apple—and think how long the beauty lasts.",Plato,plato willis-barnstone,1
"Es cier­to que si fuésemos justos, no tendríamos nada que temer por parte de los dioses, pero en tal caso habríamos de re­nunciar a las ganancias que proporciona la injusticia. Por el contrario, siendo injustos obtendremos provechos; una vez cometida la falta o transgresión, conseguiremos con nuestras súplicas que nos perdonen, y de este modo no tendremos que padecer mal alguno.» «Pero en el Ha­des habremos de sufrir la pena por todos cuantos crí­menes hayamos cometido aquí arriba, y si no nosotros, los hijos de nuestros hijos.» « Pero, amigo mío  dirá con cálculo , también es mucha la eficacia de los ritos místi­cos y las divinidades liberadoras, según aseguran las más grandes comunidades y los hijos de los dioses, que, convertidos en poetas a intérpretes de ellos, nos atestiguan la verdad de estos hechos.»",Plato,,1
It is by justice that we can authentically measure a mans value or nullity.... the absence of justice is the absence of why makes him a man,Plato,,1
"[a philosopher’s] own virtues, their courage, temperance, and the rest of them, every one of which praiseworthy qualities . . . destroys and distracts . . . the soul which is the possessor of them . . . He is like a plant which, when properly nurtured, must necessarily grow and mature into all virtue, but, if sown and planted in an alien soil, becomes the most noxious of all weeds.",Plato,,1
"Yes, I replied, and he will be a good man (which is my answer to your question); for he is good who has a good soul. But the cunning and suspicious nature of which we spoke,—he who has committed many crimes, and fancies himself to be a master in wickedness, when he is amongst his fellows, is wonderful in the precautions which he takes, because he judges of them by himself: but when he gets into the company of men of virtue, who have the experience of age, he appears to be a fool again, owing to his unseasonable suspicions; he cannot recognise an honest man, because he has no pattern of honesty in himself; at the same time, as the bad are more numerous than the good, and he meets with them oftener, he thinks himself, and is by others thought to be, rather wise than foolish. Most true, he said. Then the good and wise judge whom we are seeking is not this man, but the other; for vice cannot know virtue too, but a virtuous nature, educated by time, will acquire a knowledge both of virtue and vice: the virtuous, and not the vicious, man has wisdom—in my opinion. And in mine also. This",Plato,,1
"SOCRATES: It is not being seen because it is a thing seen but on the contrary it is a thing seen because it is being seen; nor is it because it is something led that it is being led but because it is being led that it is something led; nor is something being carried because it is something carried, but it is something carried because it is being carried. Is what [c] I want to say clear, Euthyphro?",Plato,,1
"I am an apple, and one who loves youtossed me before you. O yield to him,dear Xanthippe! Both you and I decay.",Plato,plato willis-barnstone,0
"I'm an apple, tossed here by someone who loves you, Xanthippe.But you should nod assent: after all, you and I will both waste away.",Plato,edmund-keeley plato,0
lo semejante se une siempre a su semejante.,Plato,,0
"The very good and the very wicked are both quite rare, and that most men are between those extremes.",Plato,philosophy,0
And the same will be true of the orator and the oratory in relation to all other arts. The orator need have no knowledge of the truth about thongs; it is enough for him to have discovered a knack of persuading the ignorant that he seems to know more than the experts.,Plato,,0
"-Vaciando, pues, de todo aquello el alma de su prisione­ro y purgándole como a iniciado en grandes misterios, en­tonces es cuando introducen en él una brillante y gran comi­tiva en que figuran coronados la insolencia, la indisciplina, el desenfreno y el impudor; y elogian y adulan a éstos, lla­mando a la insolencia buena educación; a la indisciplina, li­bertad; al desenfreno, grandeza de ánimo, y al impudor, hombría. ¿No es así -dije- cómo, en su juventud, se torna de su crianza dentro de los deseos necesarios a la libertad y al desate de los placeres innecesarios y sin provecho?",Plato,,0
"When the modes of music change, the fundamental laws of the State always change with them.",Plato,music politics,0
not to be learned; for all knowledge appears,Plato,,0
"Again, if there is to be change of change and becoming of becoming, we shallhave an infinite regress. Thus if one of a series of changes is to be a changeof change, the preceding change must also be so: e.g. if simple becoming wasever in process of becoming, then that which was becoming was also in processof becoming, so that we should not yet have arrived at what was in process ofsimple becoming but only at what was already in process of becoming in processof becoming. And this again was sometime in process of becoming, so that it is notyet in process of becoming in process of becoming. And since in an infinite seriesthere is no first term, here there will be no first stage and therefore no followingstage either. On this hypothesis, then, nothing can become or be moved or change.Again, if a thing is capable of any particular motion, it is also capable of the corresponding contrary motion or the corresponding coming to rest, and a thingthat is capable of becoming is also capable of perishing: consequently, what is inprocess of becoming in process of becoming is in process of perishing at the verymoment when it is in process of becoming in process of becoming; since it cannotbe in process of perishing when it is just beginning to become or after it has ceasedto become; for that which is in process of perishing must be in existence.",Plato,,0
"Cronos, then lord of the world, knew that no mortal nature could endure the temptations of power, and therefore he appointed demons or demi-gods, who are of a superior race, to have dominion over man, as man has dominion over the animals",Plato,,0
"Only the body and its desires cause war, civil discord, and battles, for all wars are due to the desire to acquire wealth, and it is the body and the care of it, to which [d] we are enslaved, which compel us to acquire wealth, and all this makes us too busy to practice philosophy.",Plato,,0
"No-one is more hated, than he who speaks the truth.""- (Plato)",Plato,,0
"And if there were only some way of contriving that a state or an army should be made up of lovers and their beloved, they would be the very best governors of their own city, abstaining from all dishonour, and emulating one another in honour; and when fighting at each other's side, although a mere handful, they would overcome the world.",Plato,philosophical-quotes romance-quotes,0
"-¿Y no diremos también, amigo, que los hombres, al ser dañados, se hacen peores en lo que toca a la virtud humana? -Ni más ni menos. -¿ Y la justicia no es virtud humana? -También esto es forzoso. -Necesario es, por tanto, querido amigo, que los hombres que reciben daño se hagan más injustos. -Eso parece.",Plato,,0
The highest form of pure thought is in mathematics.,Plato,,0
"Every class, then, has plurality of being and infinity of not-being.",Plato,,0
what they love pious or holy; and what some of them love and others hate is both or neither. Shall this be our definition of piety and impiety?,Plato,,0
"It is right to think then, gentlemen, that if the soul is immortal, it requires our care not only for the time we call our life, but for the sake of all time, and that one is in terrible danger if one does not give it that care. If death were escape from everything, it would be a great {145} boon to the wicked to get rid of the body and of their wickedness together with their soul. But now that the soul appears to be immortal, [d] there is no escape from evil or salvation for it except by becoming as good and wise as possible, for the soul goes to the underworld possessing nothing but its education and upbringing, which are said to bring the greatest benefit or harm to the dead right at the beginning of the journey yonder.",Plato,,0
"The truth is that if you want a well-governed state to be possible, you must find for your future rulers some way of life they like better than government; for only then will you have government by the truly rich, those, that is, whose riches consist not of gold, but of the true happiness of a good and rational life. If you get, in public affairs, men whose life is impoverished and destitute of personal satisfactions, but who hope to snatch some compensation for their own inadequacy from a political career, there can never be good government. They start fighting for power, and the consequent internal and domestic conflicts ruin both them and society.",Plato,,0
"SOCRATES: And is then all that is just pious? Or is all that is pious just, but not all that is just pious, but some of it is and some is not? [12] EUTHYPHRO: I do not follow what you are saying, Socrates.",Plato,,0
"I Laïs who laughed scornfully at Hellas,who kept a swarm of young lovers at my door,I lay my mirror before the Paphian,for I will not see myself as I am now,and cannot see myself as once I was.",Plato,aphrodite plato willis-barnstone,0
"We should not allow into our minds the conviction that argumentation has nothing sound about it; much rather we should believe that it is we who are not yet sound and that we must take courage and be eager to attain soundness, you and the others for the sake of your whole life still to come, and I for the sake of death itself.",Plato,philosophy,0
"a human being is the measure of all things. of the things that are, that they are, and of things that are not, that they are not.",Plato,,0
"E ricordandosi della sua prima dimora e della sapienza che aveva colà e di quei suoi compagni di prigionia, non credi che si sentirebbe felice del mutamento e proverebbe pietà per loro? Quanto agli onori ed elogi che eventualmente si scambiavano allora, e ai premi riservati a chi fosse più acuto nell'osservare gli oggetti che passavano e più rammentasse quanti ne solevano sfilare prima e poi e insieme, indovinandone perciò il successivo, credi che li ambirebbe e che invidierebbe quelli che tra i prigionieri avessero onori e potenza? O che si troverebbe nella condizione detta da Omero e preferirebbe «altrui per salario servir da contadino, uomo sia pur senza sostanza», e patire di tutto piuttosto che avere quelle opinioni e vivere in quel modo?",Plato,,0
"Στο άγγιγμα της αγάπης, όλοι γίνονται ποιητές.",Plato,αγάπη ποίηση,0
La mayor perfección en la injusticia es parecer justo sin serlo.,Plato,injusticia,0
"For the uneducated, when they engage in argument about anything, give no thought to the truth about the subject of discussion but are only eager that those present will accept the position they have set forth. I differ from them only to this extent: I shall not be eager to get the agreement of those present that what I say is true, except incidentally, but I shall be very eager that I should myself be thoroughly convinced that things are so.",Plato,philosophy,0
"that any state of action or passion implies previous action or passion. It does not become because it is becoming, but it is in a state of becoming because it becomes; neither does it suffer because it is in a state of suffering, but it is in a state of suffering because it suffers.",Plato,,0
"L'uomo libero ha sempre tempo a sua disposizione per conversare in pace a suo agio. Egli passerà come faremo noi nel nostro dialogo, da un argomento all'altro; come noi egli lascerà quello vecchio per uno nuovo che lo attiri di più; e non si preoccupa affatto se la discussione andrà per le lunghe, ma solo di conseguire la verità.",Plato,,0
"No creo que el cuerpo, por bien constituido que esté, domine por su perfección al alma buena; por el contrario, creo que el alma, cuando es buena, imprime al cuerpo, como un efecto de su propia excelencia, toda la perfección de que es capaz.",Plato,belleza cuerpo-y-alma,0
Aphrodite cried at Knidos when she saw Aphrodite:O Zeus! Where did Praxiteles see me naked?,Plato,aphrodite plato willis-barnstone,0
"for the uneducated, when they engage in argument about anything, give no thought to the truth about the subject of discussion but are only eager that those present will accept the position they have set forth.",Plato,,0
the very bad men come from the class of those who have power,Plato,,0
"Que haja entre homens e mulheres a comunidade que descrevemos, e acerca da educação, dos filhos e da guarda dos outros cidadãos, que as mulheres devem ficar na cidade e ir para o combate, fazer vigilância e caçar junto com os homens, tal como entre os cães, e participar em tudo, até onde for exequível, e que, se assim fizerem, procederão da melhor maneira possível, e não contra a natureza do sexo feminino em relação à do masculino, pois ela os criou para viverem em comunidade.",Plato,,0
"Time brings everything, and dragging years alternames and forms, nature and even destiny.",Plato,plato willis-morgan,0
"When the mind’s eye is fixed on objects illuminated by truth and reality, it understands and knows them, and its possession of intelligence is evident; but when it is fixed on the twilight world of change and decay, it can only form opinions, its vision is confused and its opinions shifting, and it seems to lack intelligence.",Plato,,0
"[...] en el alma, ningún conocimiento forzado es perdurable.",Plato,estudiar-lo-que-te-gusta,0
"Mas la verdad es, creo yo, lo siguiente: la ciu­dad en que estén menos ansiosos por ser gobernantes quienes hayan de serlo, ésa ha de ser forzosamente la que viva mejor y con menos disensiones que ninguna; y la que tenga otra clase de gobernantes, de modo distinto.",Plato,,0
"For a man must have intelligence of universals, and be able to proceed from the many particulars of sense to one conception of reason;—this is the recollection of those things which our soul once saw while following God—when regardless of that which we now call being she raised her head up towards the true being. And therefore the mind of the philosopher alone has wings; and this is just, for he is always, according to the measure of his abilities, clinging in recollection to those things in which God abides, and in beholding which He is what He is. And he who employs aright these memories is ever being initiated into perfect mysteries and alone becomes truly perfect. But, as he forgets earthly interests and is rapt in the divine, the vulgar deem him mad, and rebuke him; they do not see that he is inspired.",Plato,,0
"For let me tell you, that the more the pleasures of the body fade away, the greater to me is the pleasure and charm of conversation.",Plato,,0
"How brave a thing is freedom of speech, which has made the Athenians so far exceed every other state of Hellas in greatness!",Plato,,0
"the strongest seeds most need the accompaniment of good air and soil, so the best of human characters turn out the worst when they fall upon an unsuitable soil;",Plato,,0
"I am a sailor's tomb. Beside me lies a farmer.Hell is the same, under the land and sea.",Plato,plato willis-barnstone,0
"The argument of the Republic is the search after Justice,",Plato,,0
"The people have always some champion whom they set over them and nurse into greatness... this and no other is the root from which a tyrant springs; when he first appears, he is a protector.",Plato,plato,0
"Esto, amigos míos, me parece muy bien dicho. Pues verdaderamente debéis de tener algo divino en vosotros si, no estando persuadidos de que la injusticia sea preferi­ble a la justicia, sois empero capaces de defender de tal modo esa tesis. Yo estoy seguro de que en realidad no opináis así, aunque tengo que deducirlo de vuestro modo de ser en general, pues vuestras palabras me harían descon­fiar de vosotros y cuanto más creo en vosotros, tanto más grande es mi perplejidad ante lo que debo responder. En efecto, no puedo acudir en defensa de la justicia, pues me considero incapaz de tal cosa, y la prueba es que no me habéis admitido lo que dije a Trasímaco creyendo demostrar con ello la superioridad de la justicia sobre la injusti­cia; pero, por otra parte, no puedo renunciar a defender­la, porque temo que sea incluso una impiedad el callarse cuando en presencia de uno se ataca a la justicia y no de­fenderla mientras queden alientos y voz para hacerlo. Vale más, pues, ayudarle de la mejor manera que pueda.",Plato,,0
"But what if man had eyes to see the true beauty - the divine beauty, I mean, pure and clear and unalloyed, not clogged with the pollutions of mortality, and all the colors and vanities of human life - thither looking, and holding converse with the true beauty divine and simple, and bringing into being and educating true creations of virtue and not idols only? Do you not see that in that communion only, beholding beauty with the eye of the mind, he will be enabled to bring forth, not images of beauty, but realities; for he has hold not of an image but of a reality, and bringing forth and educating true virtue to become the friend of God and be immortal, if mortal man may. Would that be an ignoble life?",Plato,,0
"-Por eso los faltos de inteligencia y virtud, que siem­pre andan en festines y otras cosas de este estilo, son arrastrados, según parece, a lo bajo y de aquí llevados nuevamente a la mitad de la subida y así están errando toda su vida; y, sin rebasar este punto, jamás ven ni al­canzan la verdadera altura ni se llenan realmente de lo real ni gustan de firme ni puro placer, sino, a manera de bestias, miran siempre hacia abajo y, agachados hacia la tierra y hacia sus mesas, se ceban de pasto, se aparean y, por conseguir más de todo ello, se dan de coces y se acornean mutuamente con cascos y cuernos de hierro y se matan por su insatisfacción, porque no llenan de cosas reales su ser real y su parte apta para contener aquéllas. -Eres un oráculo, Sócrates -dijo Glaucón-, pintan­do tan a la perfección la vida de la mayoría de los hom­bres.",Plato,,0
"E quem não se considera incompleto e insuficiente, não deseja aquilo cuja falta não pode notar",Plato ,philosophy,0
The fairest music is that which delights the best and best educated.,Plato,music,0
"Чи давні оповіді можуть містити для нас якусь істину? Які саме? Скажімо, про те, що в катаклізмах нераз уже відбувавлася загибель роду людського; залишалися тільки незначні його уламки... Уявімо ж собі один із безлічі випадків, що стався після катаклізму... Отож, тими, кому вдалося уникнути тоді загибелі, виявилися мало не виключно горяни, пастухи десь там на верхів'ях. Уціліли маленькі іскри життя, рештки людського роду. Перш за все, через нечисленність тодішні люди любили одне одного і ставилися одне до одного доброзичливо. Не було серед них і бідних, так що бідність не примушувала людей до ворожнечі. Не знаючи ні золота, ні срібла, вони ніколи не ставали багатими. А в такому суспільстві, де поруч не живуть багатство й бідність, народжуються чи не найблагородніші звичаї. По простоті душевній вони вважали істинним усе те і вірили всьому тому, що чули в переказах про прекрасне й потворне, вважали істиною все, що розповідали про богів та людей, і відповідно до цього жили.",Plato,,0
-Examina si estas otras cosas no corrompen a los demás trabajadores hasta el punto de ocasionar su perversión. -¿Y cuáles son ellas? -La riqueza -contesté- y la indigencia.,Plato,,0
"Socrates is an evil-doer, and a curious person, who searches into things under the earth and in heaven, and he makes the worse appear the better cause; and he teaches the aforesaid doctrines to others.",Plato,,0
"Deixa que te desprezem, te considerem insensato, te insultem, se quiserem, e até, por Zeus, sofre que te esbofeteiem, coisa que tu achas entre todas infamante: não te acontecerá nenhum mal se fores realmente um homem de bem, dedicado à prática da virtude.",Plato,,0
"cuando más, mejor y más fácil­mente se produce es cuando cada persona realiza un solo trabajo de acuerdo con sus aptitudes, en el momento oportuno y sin ocuparse de nada más que de él.",Plato,,0
"Matilah dengan iradat, tetapi hiduplah dengan tabiat.",Plato,filsafat,0
. . .the Thirty sent for me,Plato,,0
O que digo é que é pela beleza em si que as coisas belas são belas.,Plato,beauty,0
"Itself, by itself, solely, one everlasting, and single.",Plato,,0
"Her zaman güzel öten kuğular, ölümlerinin yaklaştığını hissettiklerinde, belki de hizmetinde bulundukları tanrının yanına gideceklerine sevindiklerinden, daha çok ve daha güzel ötmeye başlarlar. Ama insanlar ölümden korktukları için kuğulara iftira atarak, üzüntülerinden öttüklerini, yaklaşan ölümleri için ağıt yaktıklarını söylerler.",Plato,classics turkish-translation,0
"Conocí desde luego que no es la sabiduría la que guía a los poetas, sino ciertos movimientos de la naturaleza y un entusiasmo semejante al de los profetas y adivinos; que todos dicen muy buenas cosas, sin comprender nada de lo que dicen.",Platon,,0
tanto con la riqueza como con la indigencia resultan peores los productos de las artes y peores también los que las practican.,Plato,,0
"The truth is, Socrates, that these regrets, and also the complaints about relations, are to be attributed to the same cause, which is not old age, but men's characters and tempers; for he who is of a calm and happy nature will hardly feel the pressure of age, but to him who is of an opposite disposition youth and age are equally a burden.",Plato,,0
"might is still right, but the might is the weakness of the many combined against the strength of the few.",Plato,,0
"The ruin of oligarchy is the ruin of democracy; for there is a law of contraries; the excess of freedom passes into the excess of slavery, and the greater the freedom the greater the slavery.",Plato,,0
